Haig Glacier Automatic Weather Station;;;;;;;;;;;;;;;;
Daily mean meteorological conditions, 2002-2015;;;;;;;lon;115.3018 W;;;;;;;albedo_flag=0:  estimated;
All data are mean daily values calculated from 30-minute AWS data.;;;;;;;lat;50.7124 N;;;;;;;albedo_flag=1: measured;
Missing data is gap-filled from the forefield AWS (lapsed/adjusted);;;;;;;elev;2665 m;;;;;;;;
See Marshall (HESS, 2014) and Marshall and Miller (Cryosphere, 2020) concerning the gap-filling methods.;;;;;;;;;;;;;;;;
;;;;;;;;;;SW in;SW out;;LW in;LW out;  albedo;
2002;215;-1,3;-5,7;4,1;92,1;4,27;5,16;751,2;1,30;210,3;170,4;0,81;307,6;294,6;1;
2002;216;0,2;-3,7;4,2;91,9;4,72;5,70;750,3;1,92;111,5;79,8;0,72;314,6;309,3;1;
2002;217;2,2;-1,1;6,5;73,0;4,20;5,06;749,5;2,15;237,5;156,6;0,66;286,4;309,3;1;
2002;218;1,7;-0,5;3,8;74,9;4,26;5,14;749,9;2,18;112,0;79,5;0,71;288,2;309,3;1;
2002;219;1,9;-1,5;5,4;70,5;4,02;4,87;754,1;2,02;207,4;147,6;0,71;280,0;309,3;1;
2002;220;4,6;0,5;8,0;59,5;4,09;4,97;756,5;1,97;274,5;166,7;0,61;269,2;309,3;1;
2002;221;6,8;4,2;10,2;63,8;5,14;6,25;755,6;3,08;241,5;129,8;0,54;288,1;309,3;1;
2002;222;5,6;3,3;7,8;68,1;5,12;6,17;749,9;2,56;168,3;89,7;0,53;291,6;309,3;1;
2002;223;2,9;-0,8;7,0;62,1;3,75;4,53;751,4;2,78;249,4;154,2;0,62;267,6;309,3;1;
2002;224;5,5;1,2;9,5;55,6;4,13;5,01;754,0;2,26;260,9;138,4;0,53;264,9;309,3;1;
2002;225;8,7;5,8;12,6;55,9;5,19;6,27;751,4;3,96;243,8;131,7;0,54;278,8;309,3;1;
2002;226;5,4;0,4;9,1;72,4;5,34;6,41;746,4;3,21;132,5;80,1;0,60;299,7;309,3;1;
2002;227;1,7;-1,2;7,3;99,9;5,70;6,88;747,6;0,89;206,0;73,1;0,35;338,0;309,3;0;
2002;228;-1,4;-5,2;1,6;97,1;4,43;5,36;747,6;1,73;162,2;57,4;0,35;316,8;294,3;0;
2002;229;2,2;-2,3;6,2;69,8;4,12;4,98;748,6;2,25;283,6;105,6;0,37;280,0;309,3;0;
2002;230;3,0;-1,2;7,5;81,7;5,14;6,19;749,4;2,08;314,7;92,1;0,29;308,0;309,3;0;
2002;231;6,1;3,3;9,6;58,7;4,56;5,47;746,6;2,22;254,2;120,7;0,47;273,9;309,3;1;
2002;232;4,7;1,8;8,1;76,6;5,37;6,45;747,2;1,71;230,6;88,7;0,38;305,4;309,3;1;
2002;233;5,3;1,9;9,3;66,2;4,84;5,84;750,9;2,08;220,6;73,2;0,33;286,5;309,3;1;
2002;234;7,2;3,5;11,0;57,3;4,77;5,77;752,8;2,42;284,1;78,9;0,28;275,5;309,3;1;
2002;235;7,9;5,7;10,4;64,9;5,68;6,91;756,4;2,61;246,6;56,8;0,23;295,4;309,3;1;
2002;236;9,1;6,3;13,4;62,3;5,88;7,15;755,6;2,95;210,0;57,5;0,27;295,0;309,3;1;
2002;237;7,0;5,0;9,5;73,4;6,05;7,33;754,1;2,09;187,1;46,9;0,25;309,9;309,3;1;
2002;238;5,4;3,7;7,4;80,9;5,95;7,23;755,8;2,64;130,4;32,9;0,25;318,3;309,3;1;
2002;239;7,0;6,0;8,8;64,0;5,23;6,39;759,1;2,70;286,5;79,3;0,28;289,4;309,3;1;
2002;240;8,2;4,8;13,3;56,2;4,93;5,99;755,9;2,54;306,4;87,6;0,29;277,3;309,3;1;
2002;241;9,3;6,6;11,6;51,8;4,98;6,00;749,2;2,35;286,0;73,0;0,26;271,9;309,3;1;
2002;242;6,2;2,9;8,9;76,1;5,93;7,15;749,9;1,88;97,9;22,8;0,23;311,5;309,3;1;
2002;243;4,8;1,9;6,9;73,2;5,18;6,26;750,9;3,35;180,0;43,2;0,24;299,0;309,3;1;
2002;244;2,8;0,3;5,9;82,6;5,20;6,24;745,9;4,55;90,8;36,0;0,40;309,1;309,3;1;
2002;245;1,5;0,0;4,0;78,4;4,51;5,42;747,0;3,70;98,7;45,5;0,46;294,5;309,3;1;
2002;246;4,2;2,9;5,5;76,6;5,25;6,27;743,9;2,58;101,7;20,2;0,20;303,3;309,3;1;
2002;247;2,3;-0,3;4,6;70,6;4,16;5,00;747,7;2,08;217,7;53,2;0,24;282,3;309,3;1;
2002;248;0,2;-0,9;1,3;97,5;5,01;6,02;748,1;2,03;82,3;22,7;0,28;325,3;309,3;1;
2002;249;0,2;-2,9;6,3;83,5;4,23;5,07;745,9;1,93;198,5;135,6;0,68;298,4;309,3;1;
2002;250;-0,7;-2,1;2,3;86,7;4,18;4,99;743,8;2,24;111,2;82,4;0,74;300,1;297,1;1;
2002;251;-1,3;-2,6;0,3;78,0;3,59;4,32;747,5;4,12;94,2;58,0;0,62;281,0;294,7;1;
2002;252;0,6;-1,4;3,0;79,0;4,19;5,07;753,1;4,28;84,5;43,3;0,51;291,6;309,3;1;
2002;253;5,5;1,9;9,0;65,3;4,77;5,78;754,4;3,04;278,5;81,7;0,29;285,4;309,3;1;
2002;254;7,5;5,1;10,3;56,5;4,80;5,81;753,2;2,70;276,2;50,8;0,18;275,1;309,3;1;
2002;255;9,5;7,7;11,9;47,4;4,60;5,56;751,7;3,42;280,3;52,0;0,19;262,8;309,3;1;
2002;256;7,7;6,2;9,1;50,1;4,35;5,24;749,9;3,36;235,5;44,3;0,19;261,7;309,3;1;
2002;257;7,5;4,9;10,6;49,9;4,17;5,03;751,5;4,10;250,8;51,6;0,21;260,3;309,3;1;
2002;258;9,2;7,8;10,9;35,3;3,40;4,09;748,3;3,54;186,1;40,3;0,22;234,4;309,3;1;
2002;259;4,6;1,6;7,8;55,6;3,84;4,58;742,6;5,07;103,2;26,2;0,25;261,1;309,3;1;
2002;260;0,9;-1,1;7,0;84,3;4,58;5,47;742,4;1,82;87,8;68,6;0,78;303,1;309,3;1;
2002;261;-1,6;-2,9;0,7;81,5;3,71;4,46;746,2;3,77;96,9;63,6;0,66;286,6;293,6;1;
2002;262;1,4;-4,8;5,4;81,8;4,61;5,49;741,1;6,32;90,0;50,6;0,56;300,4;309,3;1;
2002;263;-4,5;-5,4;-3,2;65,9;2,40;2,87;744,3;3,73;108,8;61,2;0,56;245,3;280,7;1;
2002;264;-3,4;-6,4;-0,3;61,2;2,38;2,88;752,2;3,56;242,0;118,3;0,49;240,9;285,5;1;
2002;265;-0,8;-2,3;0,1;75,2;3,60;4,36;753,0;3,81;55,0;26,1;0,47;277,8;296,9;1;
2002;266;1,0;-0,5;3,2;80,7;4,40;5,32;751,2;3,82;107,6;40,5;0,38;296,7;309,3;1;
2002;267;-1,0;-2,9;1,6;94,7;4,46;5,38;749,5;1,83;58,7;78,1;0,90;314,1;295,9;1;
2002;268;-1,3;-5,7;2,5;77,3;3,51;4,23;749,8;2,39;199,3;130,1;0,65;279,6;294,6;1;
2002;269;-1,1;-3,0;1,5;85,5;4,03;4,82;744,4;3,08;131,5;80,6;0,61;296,3;295,6;1;
2002;270;-2,2;-5,0;3,2;90,3;3,92;4,70;745,3;2,04;152,6;99,3;0,65;300,1;290,7;1;
2002;271;0,9;-1,8;4,1;83,9;4,60;5,49;742,7;4,97;169,2;87,1;0,51;302,4;309,3;1;
2002;272;-0,4;-2,8;1,2;91,1;4,57;5,41;736,3;1,92;40,1;34,8;0,87;310,4;298,7;1;
2002;273;-6,3;-7,9;-2,9;92,8;3,00;3,57;739,4;2,39;72,5;73,8;0,90;286,0;273,6;1;
2002;274;-7,2;-10,7;-4,7;86,4;2,55;3,08;748,6;2,35;115,8;102,8;0,89;270,7;269,6;1;
2002;275;-3,9;-7,3;-1,2;80,5;3,13;3,75;746,2;5,70;189,0;103,5;0,55;274,4;283,5;1;
2002;276;-2,7;-4,1;-1,3;84,4;3,55;4,25;744,0;3,03;107,8;71,0;0,66;286,9;288,7;1;
2002;277;-5,6;-6,8;-4,2;70,7;2,38;2,84;743,3;2,72;123,4;78,4;0,64;249,8;276,2;1;
2002;278;-4,6;-6,9;-2,9;79,3;2,88;3,44;743,0;3,15;74,1;51,6;0,70;269,3;280,5;1;
2002;279;-0,7;-3,9;1,5;83,3;4,02;4,84;749,1;4,80;81,3;54,1;0,67;293,6;297,1;1;
2002;280;-0,6;-3,5;1,3;75,3;3,67;4,42;748,9;2,97;126,6;85,6;0,68;278,9;297,8;1;
2002;281;-2,7;-4,2;-1,4;74,5;3,12;3,75;746,7;3,84;160,0;79,8;0,50;268,6;288,8;1;
2002;282;-1,8;-3,1;-0,1;74,1;3,32;3,95;740,7;5,32;109,9;74,6;0,68;271,3;292,4;1;
2002;283;-5,8;-10,7;-1,9;83,3;2,83;3,35;736,1;3,53;91,2;63,3;0,69;271,2;275,4;1;
2002;284;-11,9;-14,2;-7,4;83,0;1,72;2,06;743,3;2,41;98,6;75,4;0,76;246,3;251,1;1;
2002;285;-8,8;-14,4;-0,6;64,2;1,70;2,05;753,0;6,15;218,7;126,6;0,58;226,8;263,2;1;
2002;286;-3,3;-5,9;-0,2;59,9;2,31;2,78;749,7;4,34;111,3;68,1;0,61;239,1;286,1;1;
2002;287;-4,8;-8,4;-1,6;65,8;2,33;2,82;752,0;3,26;212,4;112,6;0,53;244,4;279,8;1;
2002;288;-2,1;-5,5;-0,2;68,9;2,99;3,61;750,7;3,24;197,7;103,3;0,52;260,3;291,0;1;
2002;289;0,0;-4,2;2,4;55,8;2,81;3,38;749,5;3,94;178,3;101,9;0,57;243,6;300,3;1;
2002;290;1,1;0,1;2,2;46,4;2,55;3,06;744,4;5,18;151,6;88,1;0,58;229,3;309,3;1;
2002;291;0,9;-0,7;3,2;43,3;2,36;2,83;746,0;3,25;206,7;111,9;0,54;222,5;309,3;1;
2002;292;0,0;-2,0;1,7;46,2;2,34;2,81;746,8;4,22;134,2;76,7;0,57;225,1;309,3;1;
2002;293;-0,9;-3,1;2,1;69,6;3,31;3,98;747,5;2,81;166,3;83,6;0,50;266,6;296,4;1;
2002;294;-2,4;-8,5;1,0;79,1;3,35;4,03;748,7;2,71;100,3;57,7;0,58;278,1;289,7;1;
2002;295;-8,6;-14,8;-1,6;43,8;1,07;1,30;750,8;1,74;210,7;107,3;0,51;192,9;264,0;1;
2002;296;-4,9;-10,4;1,0;28,2;0,96;1,16;748,3;2,49;206,6;105,4;0,51;176,3;279,2;1;
2002;297;-3,2;-6,9;1,0;19,2;0,77;0,93;743,8;2,32;194,7;99,5;0,51;164,4;286,4;1;
2002;298;-6,3;-10,6;-3,2;47,0;1,47;1,76;743,3;2,88;167,8;88,7;0,53;205,6;273,3;1;
2002;299;-7,8;-11,9;-4,1;69,1;1,91;2,28;743,2;2,16;178,4;94,3;0,53;238,6;267,2;1;
2002;300;-6,5;-8,1;-4,7;58,0;1,80;2,14;740,5;4,88;51,9;32,1;0,62;224,3;272,6;1;
2002;301;-12,0;-19,9;-7,9;82,7;1,80;2,15;743,4;3,10;66,1;45,5;0,69;245,5;250,7;1;
2002;302;-18,2;-20,9;-14,1;56,3;0,66;0,80;749,0;3,24;170,5;98,9;0,58;184,1;227,4;1;
2002;303;-12,9;-15,9;-10,1;46,3;0,88;1,05;746,4;4,09;182,4;98,0;0,54;184,5;247,2;1;
2002;304;-6,2;-11,1;-2,3;17,5;0,57;0,68;749,5;3,70;175,8;94,2;0,54;154,3;273,8;1;
2002;305;-0,2;-5,0;3,5;35,4;1,79;2,16;750,1;3,75;171,0;90,6;0,53;203,5;299,4;1;
2002;306;-2,4;-5,6;2,1;38,0;1,63;1,96;747,1;2,76;166,2;86,8;0,52;201,8;290,0;1;
2002;307;-4,5;-8,4;-1,5;32,5;1,13;1,36;745,1;3,84;166,0;83,1;0,50;185,3;281,0;1;
2002;308;-8,0;-11,1;-5,8;54,7;1,53;1,82;740,5;4,46;151,7;83,2;0,55;213,4;266,3;1;
2002;309;-5,2;-8,8;-3,2;64,2;2,24;2,68;744,3;4,60;110,8;56,4;0,51;239,8;278,0;1;
2002;310;-3,1;-5,0;-1,8;88,5;3,62;4,32;742,5;4,97;27,6;19,3;0,70;292,7;287,0;1;
2002;311;-4,5;-5,9;-2,7;86,9;3,22;3,79;733,3;4,34;27,2;18,4;0,67;283,3;280,8;1;
2002;312;-4,6;-5,9;-1,1;93,2;3,48;4,04;722,9;2,35;30,2;26,8;0,89;294,1;280,3;1;
2002;313;-6,1;-6,9;-5,5;87,7;2,92;3,41;727,4;3,46;49,8;33,7;0,68;278,1;274,4;1;
2002;314;-7,5;-7,9;-6,7;88,7;2,61;3,08;735,3;3,26;59,7;40,2;0,67;273,4;268,4;1;
2002;315;-7,1;-8,5;-6,0;88,6;2,66;3,18;743,2;3,61;41,0;28,4;0,69;274,9;270,0;1;
2002;316;-5,8;-6,9;-3,1;93,8;3,13;3,74;743,1;4,38;36,7;26,5;0,72;290,0;275,6;1;
2002;317;-5,8;-6,6;-5,1;86,1;2,85;3,41;743,8;3,95;37,0;25,2;0,68;276,1;275,4;1;
2002;318;-7,2;-8,0;-6,6;88,6;2,63;3,15;745,3;3,41;46,1;30,6;0,66;274,5;269,6;1;
2002;319;-7,9;-9,2;-6,3;89,3;2,51;3,01;747,1;3,81;36,6;25,6;0,70;272,7;266,8;1;
2002;320;-6,6;-8,3;-4,5;84,4;2,65;3,14;737,0;4,86;61,4;37,5;0,61;269,8;272,2;1;
2002;321;-8,3;-9,3;-6,3;84,7;2,37;2,80;736,7;4,85;30,3;21,0;0,69;263,6;265,4;1;
2002;322;-7,1;-8,6;-6,3;88,9;2,67;3,19;742,4;5,32;29,4;20,4;0,69;275,4;270,0;1;
2002;323;-4,2;-6,6;-1,6;92,3;3,46;4,17;748,9;4,16;34,7;24,0;0,69;294,6;282,2;1;
2002;324;-1,1;-2,7;0,0;90,2;4,20;5,10;755,7;4,87;50,3;32,6;0,65;305,4;295,7;1;
2002;325;-0,6;-3,8;1,6;89,3;4,37;5,28;751,1;4,15;26,8;18,8;0,70;305,9;297,7;1;
2002;326;-4,1;-11,0;-0,1;81,1;3,13;3,77;748,8;2,79;50,1;28,9;0,58;274,8;282,7;1;
2002;327;-12,2;-15,9;-9,6;68,8;1,40;1,69;749,1;2,15;82,2;44,2;0,54;222,3;249,8;1;
2002;328;-9,2;-16,6;-3,6;19,8;0,52;0,63;749,7;4,05;115,3;56,3;0,49;151,2;261,7;1;
2002;329;-1,8;-3,7;0,4;15,7;0,68;0,83;754,6;3,76;110,1;52,9;0,48;161,3;292,3;1;
2002;330;-2,0;-5,1;0,4;59,6;2,72;3,30;753,7;3,87;83,5;43,8;0,52;243,5;291,5;1;
2002;331;3,0;0,4;5,4;59,7;3,63;4,40;754,5;3,98;77,9;42,2;0,54;263,1;309,3;1;
2002;332;0,0;-2,6;4,1;63,4;3,12;3,76;750,3;4,44;36,6;22,2;0,61;258,2;300,3;1;
2002;333;-2,8;-5,7;0,7;50,3;2,06;2,50;752,5;3,07;81,7;42,2;0,52;223,3;288,3;1;
2002;334;2,0;0,1;4,3;60,3;3,52;4,26;752,0;3,78;99,9;47,6;0,48;260,4;309,3;1;
2002;335;1,1;-2,8;3,5;58,9;3,21;3,85;745,7;5,20;99,9;48,3;0,48;254,0;309,3;1;
2002;336;-6,4;-10,4;-3,1;85,9;2,70;3,24;746,9;1,96;39,1;27,1;0,69;273,3;273,0;1;
2002;337;-12,2;-16,4;-9,6;89,2;1,80;2,16;747,2;0,64;26,9;24,2;0,90;254,7;249,7;1;
2002;338;-11,1;-15,9;-7,6;36,9;0,77;0,93;748,6;3,10;93,0;47,3;0,51;174,4;253,9;1;
2002;339;-6,6;-10,6;-3,2;51,9;1,59;1,91;748,4;5,41;97,4;43,7;0,45;213,2;272,1;1;
2002;340;-6,3;-11,0;-1,7;48,5;1,36;1,63;746,0;4,98;86,2;42,0;0,49;208,2;273,6;1;
2002;341;-3,4;-6,1;-1,9;41,5;1,60;1,93;747,6;3,93;62,4;30,9;0,49;204,9;285,4;1;
2002;342;-3,6;-5,3;-2,3;63,3;2,45;2,96;749,9;5,13;55,6;30,5;0,55;244,0;284,6;1;
2002;343;-3,9;-6,9;-0,5;53,9;2,02;2,42;744,8;4,05;79,8;36,8;0,46;226,0;283,5;1;
2002;344;-8,1;-10,0;-6,6;87,9;2,47;2,92;735,3;4,16;20,1;13,9;0,69;269,5;265,9;1;
2002;345;-10,6;-11,3;-10,1;86,7;2,00;2,37;736,4;5,12;25,6;17,3;0,68;257,3;256,1;1;
2002;346;-7,3;-11,0;-4,9;92,7;2,80;3,32;737,4;4,66;26,6;18,8;0,71;281,5;269,4;1;
2002;347;-6,2;-8,5;-4,7;90,6;2,98;3,51;733,4;4,22;30,9;22,1;0,71;282,5;273,8;1;
2002;348;-4,7;-7,4;-2,3;91,6;3,40;3,99;730,7;3,57;20,5;14,0;0,68;291,2;280,3;1;
2002;349;-4,6;-8,8;-2,0;91,0;3,43;4,01;727,4;4,20;20,2;14,2;0,70;290,3;280,5;1;
2002;350;-6,9;-8,9;-5,4;89,8;2,85;3,30;720,8;4,22;20,6;14,5;0,70;278,1;271,1;1;
2002;351;-10,7;-12,7;-7,2;80,9;1,90;2,22;726,6;3,59;52,7;28,9;0,55;247,5;255,7;1;
2002;352;-12,9;-13,6;-12,1;86,3;1,66;1,97;735,4;3,07;35,8;24,1;0,67;247,6;247,3;1;
2002;353;-14,9;-19,7;-13,1;83,1;1,36;1,62;740,9;2,56;30,4;20,3;0,67;234,9;239,5;1;
2002;354;-12,6;-15,4;-10,1;33,3;0,66;0,78;737,3;2,17;50,1;29,1;0,58;164,7;248,2;1;
2002;355;-12,1;-15,4;-9,8;53,8;1,11;1,32;736,6;2,96;84,1;38,3;0,46;198,8;250,3;1;
2002;356;-14,4;-17,4;-11,5;76,6;1,29;1,53;741,9;2,87;89,0;37,1;0,42;226,6;241,4;1;
2002;357;-13,7;-17,5;-10,0;39,0;0,67;0,80;743,0;2,46;85,1;37,8;0,44;170,7;243,9;1;
2002;358;-12,4;-17,9;-8,8;22,2;0,43;0,51;738,4;3,76;85,2;38,1;0,45;147,8;249,3;1;
2002;359;-11,7;-15,3;-8,8;74,7;1,58;1,87;737,8;5,68;39,2;22,7;0,58;233,5;251,6;1;
2002;360;-11,9;-14,2;-10,3;83,5;1,78;2,09;732,1;4,24;24,5;17,2;0,70;247,1;251,2;1;
2002;361;-12,5;-15,3;-9,2;83,6;1,72;2,02;731,0;3,08;18,1;13,3;0,73;244,8;248,8;1;
2002;362;-12,4;-14,7;-9,2;82,8;1,67;1,97;732,2;2,89;34,1;22,2;0,65;243,7;248,9;1;
2002;363;-13,2;-17,3;-10,4;88,2;1,71;1,99;724,8;2,36;33,9;23,3;0,69;249,3;246,0;1;
2002;364;-15,2;-17,8;-12,2;87,3;1,42;1,67;731,1;4,32;26,6;18,4;0,69;240,2;238,5;1;
2002;365;-11,6;-14,2;-8,7;80,9;1,74;2,04;732,6;2,23;29,5;20,9;0,71;244,1;252,3;1;
2003;1;-11,6;-12,5;-10,7;83,6;1,77;2,11;741,1;4,13;30,4;20,9;0,69;248,3;252,2;1;
2003;2;-7,6;-10,6;-5,9;92,0;2,69;3,20;738,4;4,47;16,4;11,7;0,71;278,6;267,9;1;
2003;3;-7,9;-10,3;-5,2;87,4;2,52;3,01;740,6;3,79;34,5;23,8;0,69;269,7;266,8;1;
2003;4;-6,3;-10,9;-2,8;87,8;2,85;3,41;743,4;5,44;26,3;16,9;0,64;277,0;273,3;1;
2003;5;-5,0;-7,3;1,8;75,1;2,58;3,12;751,6;5,42;82,6;44,2;0,54;260,1;278,9;1;
2003;6;1,6;-1,9;4,1;49,8;2,78;3,38;756,3;4,50;61,4;35,7;0,58;237,6;309,3;1;
2003;7;1,4;-2,5;5,5;30,0;1,60;1,93;751,4;4,53;84,0;45,0;0,54;197,6;309,3;1;
2003;8;-7,3;-16,4;-2,8;70,6;2,14;2,57;748,7;3,35;92,9;48,7;0,52;243,1;269,3;1;
2003;9;-13,9;-20,6;-6,1;44,0;0,65;0,78;748,8;2,55;107,3;51,4;0,48;178,0;243,4;1;
2003;10;-8,2;-10,4;-4,2;17,8;0,49;0,58;745,0;3,75;104,1;52,3;0,50;150,2;265,8;1;
2003;11;-8,4;-11,6;-4,9;61,7;1,69;2,02;742,6;3,92;43,3;20,8;0,48;224,1;265,0;1;
2003;12;-7,6;-8,5;-6,8;92,4;2,69;3,20;740,5;3,49;31,2;21,2;0,68;279,5;268,1;1;
2003;13;-10,1;-13,4;-8,1;61,7;1,47;1,76;745,9;4,13;108,6;56,6;0,52;217,9;257,9;1;
2003;14;-9,1;-11,0;-7,4;72,1;1,85;2,21;745,9;3,34;44,1;30,0;0,68;238,7;261,8;1;
2003;15;-12,9;-15,7;-11,2;80,2;1,52;1,83;749,9;3,47;67,3;36,6;0,54;238,0;247,3;1;
2003;16;-10,1;-13,6;-8,5;66,0;1,55;1,88;753,1;5,17;76,7;47,2;0,62;225,3;258,2;1;
2003;17;-8,3;-12,4;-4,6;57,9;1,58;1,92;753,4;3,42;110,9;59,4;0,54;217,8;265,1;1;
2003;18;-4,3;-6,3;-2,7;72,4;2,65;3,19;748,1;6,14;95,2;52,1;0,55;257,9;281,7;1;
2003;19;-4,8;-7,8;-2,1;51,0;1,75;2,09;742,2;4,08;78,3;46,6;0,59;217,6;279,7;1;
2003;20;-10,0;-12,2;-7,5;80,6;1,95;2,33;740,6;3,32;53,4;33,7;0,63;249,6;258,4;1;
2003;21;-16,2;-23,2;-12,3;79,1;1,22;1,46;739,8;2,50;42,3;28,4;0,67;224,3;234,8;1;
2003;22;-15,5;-21,2;-9,2;78,6;1,28;1,53;741,2;2,97;43,7;28,6;0,65;226,1;237,5;1;
2003;23;-8,5;-9,2;-7,4;89,7;2,43;2,89;739,6;5,24;34,2;23,7;0,69;271,0;264,5;1;
2003;24;-8,8;-10,4;-7,4;90,2;2,40;2,86;742,3;4,72;32,4;23,0;0,71;270,8;263,4;1;
2003;25;-7,2;-7,9;-5,8;89,6;2,68;3,20;744,0;3,11;42,9;28,9;0,67;276,5;269,8;1;
2003;26;-3,8;-6,4;-2,5;87,2;3,43;4,06;736,7;6,28;30,1;21,1;0,70;287,0;283,8;1;
2003;27;-8,8;-10,0;-6,7;76,4;2,04;2,42;738,1;3,75;54,2;35,4;0,65;247,5;263,4;1;
2003;28;-11,3;-12,4;-10,0;74,8;1,62;1,93;743,3;3,29;49,2;31,5;0,64;235,1;253,2;1;
2003;29;-10,3;-12,6;-7,4;80,3;1,89;2,26;741,3;6,11;78,9;41,3;0,52;248,2;257,4;1;
2003;30;-9,0;-9,5;-8,3;86,1;2,25;2,67;739,0;4,42;51,1;34,2;0,67;262,9;262,6;1;
2003;31;-7,1;-9,4;-6,1;84,9;2,58;3,05;735,0;4,87;30,2;20,5;0,68;268,8;270,2;1;
2003;32;-8,8;-9,9;-7,6;80,2;2,14;2,54;736,7;3,33;54,9;35,0;0,64;253,9;263,4;1;
2003;33;-11,2;-16,7;-9,1;72,4;1,58;1,89;742,3;3,61;137,2;72,4;0,53;231,8;253,8;1;
2003;34;-12,3;-13,3;-11,1;82,3;1,65;1,97;742,0;3,02;79,3;48,6;0,61;243,6;249,6;1;
2003;35;-13,5;-14,4;-12,5;80,0;1,45;1,73;744,7;3,33;94,8;59,9;0,63;235,3;244,9;1;
2003;36;-11,6;-13,3;-10,6;82,0;1,73;2,07;746,4;3,69;92,7;59,5;0,64;245,8;252,2;1;
2003;37;-7,8;-12,8;-3,4;53,9;1,54;1,86;750,1;5,25;159,5;88,2;0,55;213,0;267,5;1;
2003;38;-8,0;-10,4;-5,0;62,1;1,71;2,06;747,5;2,94;69,2;44,0;0,64;226,1;266,6;1;
2003;39;-11,5;-12,6;-9,4;81,5;1,73;2,07;742,1;2,82;120,0;73,8;0,61;245,2;252,5;1;
2003;40;-10,0;-12,3;-6,6;83,5;2,03;2,40;737,7;5,15;106,7;64,0;0,60;254,4;258,4;1;
2003;41;-11,1;-11,8;-9,9;80,8;1,78;2,11;740,5;3,72;120,2;67,2;0,56;245,6;254,0;1;
2003;42;-9,6;-12,2;-5,7;80,4;2,00;2,39;742,6;4,31;153,7;85,7;0,56;250,9;260,1;1;
2003;43;-6,5;-10,5;-2,3;59,1;1,80;2,15;744,3;3,78;169,5;94,0;0,55;225,9;272,4;1;
2003;44;-5,2;-11,4;0,3;31,1;1,02;1,21;738,9;3,07;158,1;91,5;0,58;180,8;277,9;1;
2003;45;-8,2;-12,1;-6,4;71,8;2,01;2,39;739,3;2,68;105,2;64,1;0,61;241,9;265,7;1;
2003;46;-8,5;-10,2;-6,4;85,3;2,32;2,76;739,9;3,48;78,3;51,7;0,66;263,7;264,6;1;
2003;47;-6,2;-7,7;-3,6;91,8;3,01;3,55;732,8;1,94;50,4;42,0;0,83;284,7;274,0;1;
2003;48;-10,0;-11,3;-7,9;82,0;1,99;2,35;736,0;3,38;77,5;51,6;0,67;251,8;258,3;1;
2003;49;-11,6;-12,5;-10,6;78,7;1,67;1,98;739,3;3,94;103,8;65,2;0,63;240,3;252,0;1;
2003;50;-11,4;-12,4;-10,1;84,9;1,84;2,18;737,8;5,12;106,2;62,7;0,59;251,2;253,0;1;
2003;51;-10,0;-11,2;-8,8;87,4;2,13;2,51;732,8;3,85;72,5;48,9;0,67;261,1;258,6;1;
2003;52;-10,1;-11,5;-8,7;86,6;2,08;2,45;732,9;2,71;89,0;59,7;0,67;259,0;257,9;1;
2003;53;-16,7;-25,1;-11,5;85,2;1,29;1,52;733,9;3,48;82,5;58,5;0,71;231,6;233,1;1;
2003;54;-23,0;-26,9;-18,4;50,7;0,40;0,47;739,3;4,49;211,7;125,8;0,59;162,9;210,6;1;
2003;55;-17,6;-25,2;-12,3;29,0;0,39;0,46;738,9;3,95;205,5;112,0;0,55;146,1;229,6;1;
2003;56;-11,1;-14,9;-9,0;56,7;1,27;1,50;737,3;3,67;166,7;109,8;0,66;206,7;254,3;1;
2003;57;-10,9;-14,8;-8,1;81,5;1,85;2,19;734,7;2,74;114,0;71,9;0,63;247,5;254,9;1;
2003;58;-13,2;-17,8;-6,6;79,2;1,48;1,75;736,8;2,04;190,6;97,9;0,51;235,0;245,9;1;
2003;59;-13,1;-14,9;-11,5;78,6;1,49;1,76;735,5;3,41;125,5;77,2;0,61;234,7;246,5;1;
2003;60;-13,5;-19,6;-11,4;83,9;1,54;1,84;739,2;3,58;158,0;101,0;0,64;241,6;245,0;1;
2003;61;-10,7;-11,6;-9,5;82,7;1,88;2,23;740,1;4,44;93,8;60,2;0,64;250,1;255,5;1;
2003;62;-15,5;-19,3;-11,9;74,5;1,17;1,38;733,2;2,79;141,0;129,5;0,90;219,7;237,3;1;
2003;63;-16,5;-18,3;-15,0;73,5;1,06;1,24;728,4;3,62;152,3;110,2;0,72;214,6;233,5;1;
2003;64;-14,8;-24,4;-10,5;84,0;1,47;1,70;719,7;2,68;81,8;60,2;0,74;236,5;239,8;1;
2003;65;-24,2;-28,2;-18,5;78,1;0,63;0,73;720,8;2,12;44,5;85,4;0,90;195,9;206,6;1;
2003;66;-25,6;-30,6;-21,4;77,1;0,52;0,61;724,1;1,92;153,4;112,9;0,74;190,2;202,1;1;
2003;67;-21,1;-23,2;-19,8;78,7;0,76;0,90;731,9;3,65;188,1;137,5;0,73;206,5;217,1;1;
2003;68;-13,3;-20,8;-9,5;81,9;1,61;1,90;735,8;3,19;117,3;84,5;0,72;239,1;245,6;1;
2003;69;-7,9;-9,9;-6,7;86,3;2,48;2,92;734,1;5,77;97,5;71,3;0,73;267,8;266,9;1;
